"PK","MATRICULA","FECHA_RADICA_TEXTO","FECHA_APERTURA_TEXTO","YEAR_RADICA","ORIP","DIVIPOLA","DEPARTAMENTO","MUNICIPIO","TIPO_PREDIO_ZONA","CATEGORIA_RURALIDAD","NUM_ANOTACION","ESTADO_FOLIO","FOLIOS_DERIVADOS","Dinámica_Inmobiliaria","COD_NATUJUR","NOMBRE_NATUJUR","NUMERO_CATASTRAL","NUMERO_CATASTRAL_ANTIGUO","DOCUMENTO_JUSTIFICATIVO","COUNT_A","COUNT_DE","PREDIOS_NUEVOS","TIENE_VALOR","TIENE_MAS_DE_UN_VALOR","VALOR"
"52838-254-048461-00007-00911-2023","254-48461","2023-09-08 00:00:00","2014-10-27 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","7",,,"0","911","DECLARACIÓN DE CONSTRUCCIÓN EN SUELO PROPIO",,,"01-ESCRITURA 696 DE 06-09-2023; NOTARIA PRIMERA DE TUQUERRES","0","2","0","1","0","30,000,000"
"52838-254-048462-00004-00331-2016","254-48462","2016-09-09 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","4",,,"1","331","REFORMA REGLAMENTO DE PROPIEDAD HORIZONTAL",,,"01-ESCRITURA 1420 DE 09-09-2016;","0","1","0","0","0",
"52838-254-048462-00005-00331-2017","254-48462","2017-08-18 00:00:00","2014-10-27 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","5",,,"1","331","REFORMA REGLAMENTO DE PROPIEDAD HORIZONTAL",,,"01-ESCRITURA 703 DE 15-08-2017;","0","1","0","0","0",
"52838-254-048463-00002-00125-2016","254-48463","2016-03-04 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 352 DE 04-03-2016;","1","1","0","0","0",
"52838-254-048463-00003-00331-2016","254-48463","2016-09-09 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","3",,,"1","331","REFORMA REGLAMENTO DE PROPIEDAD HORIZONTAL",,,"01-ESCRITURA 1420 DE 09-09-2016;","0","1","0","0","0",
"52838-254-048464-00002-00203-2015","254-48464","2015-11-27 00:00:00","2014-10-27 00:00:00","2015","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","2",,,"1","203","HIPOTECA",,,"01-ESCRITURA 1172 DE 26-11-2015;","1","1","0","0","0",
"52838-254-048464-00003-00125-2016","254-48464","2016-03-04 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","3",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 352 DE 04-03-2016;","1","1","0","0","0",
"52838-254-048464-00004-00843-2016","254-48464","2016-06-21 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","4",,,"0","843","CANCELACIÓN POR VOLUNTAD DE LAS PARTES",,,"01-ESCRITURA 1112 DE 17-06-2016;","1","1","0","0","0",
"52838-254-048464-00005-00331-2016","254-48464","2016-09-09 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","5",,,"1","331","REFORMA REGLAMENTO DE PROPIEDAD HORIZONTAL",,,"01-ESCRITURA 1420 DE 09-09-2016;","0","1","0","0","0",
"52838-254-048465-00002-00125-2016","254-48465","2016-03-01 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 312 DE 23-02-2016;","2","1","0","0","0",
"52838-254-048465-00003-00125-2016","254-48465","2016-09-09 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","3",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1420 DE 09-09-2016;","1","2","0","0","0",
"52838-254-048465-00004-00331-2016","254-48465","2016-09-09 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","4",,,"1","331","REFORMA REGLAMENTO DE PROPIEDAD HORIZONTAL",,,"01-ESCRITURA 1420 DE 09-09-2016;","0","1","0","0","0",
"52838-254-048466-00002-00125-2016","254-48466","2016-03-04 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 352 DE 04-03-2016;","1","1","0","0","0",
"52838-254-048466-00003-00331-2016","254-48466","2016-09-09 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","3",,,"1","331","REFORMA REGLAMENTO DE PROPIEDAD HORIZONTAL",,,"01-ESCRITURA 1420 DE 09-09-2016;","0","1","0","0","0",
"52838-254-048467-00002-00203-2015","254-48467","2015-10-29 00:00:00","2014-10-27 00:00:00","2015","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","2",,,"1","203","HIPOTECA",,,"01-ESCRITURA 1082 DE 29-10-2015;","1","1","0","0","0",
"52838-254-048467-00003-00843-2016","254-48467","2016-06-08 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","3",,,"0","843","CANCELACIÓN POR VOLUNTAD DE LAS PARTES",,,"01-ESCRITURA 1053 DE 27-05-2016;","1","1","0","0","0",
"52838-254-048467-00004-00125-2016","254-48467","2016-06-08 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","4",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1053 DE 27-05-2016;","1","1","0","0","0",
"52838-254-048467-00005-00331-2016","254-48467","2016-09-09 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","5",,,"1","331","REFORMA REGLAMENTO DE PROPIEDAD HORIZONTAL",,,"01-ESCRITURA 1420 DE 09-09-2016;","0","1","0","0","0",
"52838-254-048467-00006-00125-2017","254-48467","2017-08-18 00:00:00","2014-10-27 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","6",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 703 DE 15-08-2017;","1","1","0","0","0",
"52838-254-048467-00007-00919-2017","254-48467","2017-08-18 00:00:00","2014-10-27 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","7",,,"1","919","ENGLOBE",,,"01-ESCRITURA 703 DE 15-08-2017;","0","1","0","0","0",
"52838-254-048468-00002-00203-2015","254-48468","2015-08-13 00:00:00","2014-10-27 00:00:00","2015","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","2",,,"1","203","HIPOTECA",,,"01-ESCRITURA 825 DE 12-08-2015;","1","1","0","0","0",
"52838-254-048468-00003-00843-2016","254-48468","2016-06-08 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","3",,,"0","843","CANCELACIÓN POR VOLUNTAD DE LAS PARTES",,,"01-ESCRITURA 1047 DE 26-05-2016;","1","1","0","0","0",
"52838-254-048468-00004-00125-2016","254-48468","2016-06-08 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","4",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1047 DE 26-05-2016;","1","1","0","0","0",
"52838-254-048468-00005-00331-2016","254-48468","2016-09-09 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","5",,,"1","331","REFORMA REGLAMENTO DE PROPIEDAD HORIZONTAL",,,"01-ESCRITURA 1420 DE 09-09-2016;","0","1","0","0","0",
"52838-254-048468-00006-00125-2017","254-48468","2017-08-18 00:00:00","2014-10-27 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","6",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 703 DE 15-08-2017;","1","1","0","0","0",
"52838-254-048468-00007-00919-2017","254-48468","2017-08-18 00:00:00","2014-10-27 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","7",,,"1","919","ENGLOBE",,,"01-ESCRITURA 703 DE 15-08-2017;","0","1","0","0","0",
"52838-254-048469-00002-00203-2015","254-48469","2015-08-10 00:00:00","2014-10-27 00:00:00","2015","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","2",,,"1","203","HIPOTECA",,,"01-ESCRITURA 810 DE 06-08-2015;","1","1","0","0","0",
"52838-254-048469-00003-00843-2016","254-48469","2016-06-08 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","3",,,"0","843","CANCELACIÓN POR VOLUNTAD DE LAS PARTES",,,"01-ESCRITURA 1053 DE 27-05-2016;","1","1","0","0","0",
"52838-254-048469-00004-00125-2016","254-48469","2016-06-08 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","4",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1053 DE 27-05-2016;","1","1","0","0","0",
"52838-254-048469-00005-00331-2016","254-48469","2016-09-09 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","5",,,"1","331","REFORMA REGLAMENTO DE PROPIEDAD HORIZONTAL",,,"01-ESCRITURA 1420 DE 09-09-2016;","0","1","0","0","0",
"52838-254-048469-00006-00125-2017","254-48469","2017-08-18 00:00:00","2014-10-27 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","6",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 703 DE 15-08-2017;","1","1","0","0","0",
"52838-254-048469-00007-00919-2017","254-48469","2017-08-18 00:00:00","2014-10-27 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","7",,,"1","919","ENGLOBE",,,"01-ESCRITURA 703 DE 15-08-2017;","0","1","0","0","0",
"52838-254-048470-00003-00843-2016","254-48470","2016-07-13 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","3",,,"0","843","CANCELACIÓN POR VOLUNTAD DE LAS PARTES",,,"01-ESCRITURA 1185 DE 11-07-2016;","1","1","0","0","0",
"52838-254-048470-00004-00125-2016","254-48470","2016-07-13 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","4",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1185 DE 11-07-2016;","1","1","0","0","0",
"52838-254-048470-00005-00331-2016","254-48470","2016-09-09 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","5",,,"1","331","REFORMA REGLAMENTO DE PROPIEDAD HORIZONTAL",,,"01-ESCRITURA 1420 DE 09-09-2016;","0","1","0","0","0",
"52838-254-048470-00006-00125-2016","254-48470","2016-10-06 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","6",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1514 DE 05-10-2016;","1","1","0","0","0",
"52838-254-048470-00007-00919-2017","254-48470","2017-08-18 00:00:00","2014-10-27 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","7",,,"1","919","ENGLOBE",,,"01-ESCRITURA 703 DE 15-08-2017;","0","1","0","0","0",
"52838-254-048471-00002-00203-2015","254-48471","2015-08-20 00:00:00","2014-10-27 00:00:00","2015","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","2",,,"1","203","HIPOTECA",,,"01-ESCRITURA 856 DE 20-08-2015;","1","1","0","0","0",
"52838-254-048471-00003-00843-2016","254-48471","2016-06-08 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","3",,,"0","843","CANCELACIÓN POR VOLUNTAD DE LAS PARTES",,,"01-ESCRITURA 1046 DE 26-05-2016;","1","1","0","0","0",
"52838-254-048471-00004-00125-2016","254-48471","2016-06-08 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","4",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1046 DE 26-05-2016;","1","1","0","0","0",
"52838-254-048471-00005-00331-2016","254-48471","2016-09-09 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","5",,,"1","331","REFORMA REGLAMENTO DE PROPIEDAD HORIZONTAL",,,"01-ESCRITURA 1420 DE 09-09-2016;","0","1","0","0","0",
"52838-254-048471-00006-00125-2016","254-48471","2016-10-06 00:00:00","2014-10-27 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","6",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1510 DE 04-10-2016;","1","1","0","0","0",
"52838-254-048471-00007-00919-2017","254-48471","2017-08-18 00:00:00","2014-10-27 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","7",,,"1","919","ENGLOBE",,,"01-ESCRITURA 703 DE 15-08-2017;","0","1","0","0","0",
"52838-254-048477-00002-00125-2019","254-48477","2019-07-17 00:00:00","2014-11-05 00:00:00","2019","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 521 DE 17-07-2019;","1","2","0","0","0",
"52838-254-048480-00007-00607-2023","254-48480","2023-06-16 00:00:00","2014-11-10 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","7",,,"1","607","COMPRAVENTA DERECHOS Y ACCIONES",,,"01-ESCRITURA 503 DE 15-06-2023; NOTARIA SEGUNDA DE TUQUERRES","2","8","0","1","0","3,000,000"
"52838-254-048535-00003-00918-2016","254-48535","2016-02-11 00:00:00","2014-12-11 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","3",,,"0","918","DIVISIÓN MATERIAL",,,"01-ESCRITURA 1059 DE 28-12-2015;","0","1","0","0","0",
"52838-254-048535-00004-00901-2016","254-48535","2016-02-11 00:00:00","2014-12-11 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","4",,,"0","901","ACLARACIÓN",,,"01-ESCRITURA 045 DE 10-02-2016;","0","2","0","0","0",
"52838-254-048544-00003-00307-2021","254-48544","2021-11-11 00:00:00","2014-12-18 00:00:00","2021","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","3",,,"1","307","COMPRAVENTA DERECHOS DE CUOTA",,,"01-ESCRITURA 1110 DE 10-11-2021; NOTARIA SEGUNDA DE TUQUERRES","1","1","0","1","0","2,000,000"
"52838-254-048557-00002-00909-2016","254-48557","2016-09-30 00:00:00","2014-12-19 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","0","0","0",
"52838-254-048576-00002-00125-2022","254-48576","2022-02-18 00:00:00","2015-01-19 00:00:00","2022","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 93 DE 18-02-2022; NOTARIA PRIMERA DE TUQUERRES","1","1","0","1","0","5,000,000"
"52838-254-048580-00003-00219-2019","254-48580","2019-02-04 00:00:00","2015-01-23 00:00:00","2019","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","3",,,"1","219","HIPOTECA ABIERTA SIN LIMITE DE CUANTIA",,,"01-ESCRITURA 50 DE 01-02-2019; N","1","1","0","0","0",
"52838-254-048602-00003-00125-2021","254-48602","2021-07-08 00:00:00","2015-02-23 00:00:00","2021","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","3",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 492 DE 02-07-2021; NOTARIA SEGUNDA DE TUQUERRES","1","1","0","1","0","3,000,000"
"52838-254-048602-00004-00125-2023","254-48602","2023-12-15 00:00:00","2015-02-23 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","4",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1158 DE 14-12-2023; NOTARIA SEGUNDA DE TUQUERRES","1","1","0","1","0","3,000,000"
"52838-254-048604-00002-00125-2019","254-48604","2019-06-27 00:00:00","2015-02-24 00:00:00","2019","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 474 DE 27-06-2019;","1","3","0","0","0",
"52838-254-048615-00002-00125-2016","254-48615","2016-05-04 00:00:00","2015-03-06 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 850 DE 04-05-2016;","2","1","0","0","0",
"52838-254-048615-00003-00911-2017","254-48615","2017-04-05 00:00:00","2015-03-06 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","3",,,"0","911","DECLARACIÓN DE CONSTRUCCIÓN EN SUELO PROPIO",,,"01-ESCRITURA 1761 DE 20-12-2016;","2","0","0","0","0",
"52838-254-048615-00004-00219-2017","254-48615","2017-04-05 00:00:00","2015-03-06 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","4",,,"1","219","HIPOTECA ABIERTA SIN LIMITE DE CUANTIA",,,"01-ESCRITURA 1761 DE 20-12-2016;","1","2","0","0","0",
"52838-254-048616-00004-00112-2022","254-48616","2022-03-03 00:00:00","2015-03-06 00:00:00","2022","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","4",,,"1","112","ADJUDICACIÓN LIQUIDACIÓN SOCIEDAD CONYUGAL",,,"01-ESCRITURA 881 DE 22-09-2021; NOTARIA SEGUNDA DE TUQUERRES","1","1","0","1","0","55,000,000"
"52838-254-048648-00002-00125-2019","254-48648","2019-01-28 00:00:00","2015-04-09 00:00:00","2019","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 33 DE 25-01-2019; N","1","1","0","0","0",
"52838-254-048649-00002-00904-2016","254-48649","2016-03-07 00:00:00","2015-04-09 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"0","904","ACTUALIZACIÓN DE NOMENCLATURA",,,"01-ESCRITURA 107 DE 04-03-2016;","0","1","0","0","0",
"52838-254-048649-00003-00911-2016","254-48649","2016-03-07 00:00:00","2015-04-09 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","3",,,"0","911","DECLARACIÓN DE CONSTRUCCIÓN EN SUELO PROPIO",,,"01-ESCRITURA 107 DE 04-03-2016;","0","1","0","0","0",
"52838-254-048649-00004-00125-2016","254-48649","2016-03-07 00:00:00","2015-04-09 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","4",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 107 DE 04-03-2016;","1","1","0","0","0",
"52838-254-048649-00005-00205-2016","254-48649","2016-03-07 00:00:00","2015-04-09 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","5",,,"1","205","HIPOTECA CON CUANTIA INDETERMINADA",,,"01-ESCRITURA 107 DE 04-03-2016;","1","1","0","0","0",
"52838-254-048649-00006-00429-2023","254-48649","2023-03-16 00:00:00","2015-04-09 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","6",,,"0","429","EMBARGO EJECUTIVO CON ACCIÓN REAL",,,"04-OFICIO 078 DE 10-03-2023; JUZGADO 001 CIVIL MUNICIPAL DE TUQUERRES DE TUQUERRES","2","2","0","0","0",
"52838-254-048649-00007-00841-2023","254-48649","2023-10-04 00:00:00","2015-04-09 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","7",,,"0","841","CANCELACIÓN PROVIDENCIA JUDICIAL",,,"04-OFICIO 3043 DE 24-08-2023; JUZGADO 001 CIVIL MUNICIPAL DE TUQUERRES DE TUQUERRES","1","1","0","0","0",
"52838-254-048649-00008-00843-2023","254-48649","2023-10-04 00:00:00","2015-04-09 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","8",,,"0","843","CANCELACIÓN POR VOLUNTAD DE LAS PARTES",,,"01-ESCRITURA 2902 DE 13-09-2023; NOTARIA SETENTA Y NUEVE DE BOGOTA D. C.","1","1","0","1","0","23,500,000"
"52838-254-048649-00009-00125-2023","254-48649","2023-10-23 00:00:00","2015-04-09 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","9",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 972 DE 20-10-2023; NOTARIA SEGUNDA DE TUQUERRES","1","1","0","1","0","8,000,000"
"52838-254-048967-00005-00901-2015","254-48967","2015-12-21 00:00:00","2015-05-12 00:00:00","2015","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","5",,,"0","901","ACLARACIÓN",,,"01-ESCRITURA 1128 DE 13-11-2015;","0","1","0","0","0",
"52838-254-048967-00006-00308-2015","254-48967","2015-12-21 00:00:00","2015-05-12 00:00:00","2015","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","6",,,"1","308","COMPRAVENTA NUDA PROPIEDAD",,,"01-ESCRITURA 1128 DE 13-11-2015;","2","1","0","0","0",
"52838-254-048967-00007-00843-2015","254-48967","2015-12-21 00:00:00","2015-05-12 00:00:00","2015","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","7",,,"0","843","CANCELACIÓN POR VOLUNTAD DE LAS PARTES",,,"01-ESCRITURA 1168 DE 26-11-2015;","0","2","0","0","0",
"52838-254-048985-00004-00608-2023","254-48985","2023-09-12 00:00:00","2015-05-29 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","4",,,"1","608","COMPRAVENTA POSESIÓN CON ANTECEDENTE REGISTRAL",,,"01-ESCRITURA 527 DE 10-07-2023; NOTARIA PRIMERA DE TUQUERRES","1","1","0","1","0","27,000,000"
"52838-254-048992-00005-00843-2015","254-48992","2015-12-21 00:00:00","2015-06-09 00:00:00","2015","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","5",,,"0","843","CANCELACIÓN POR VOLUNTAD DE LAS PARTES",,,"01-ESCRITURA 1167 DE 26-11-2015;","1","2","0","0","0",
"52838-254-048992-00006-00901-2015","254-48992","2015-12-21 00:00:00","2015-06-09 00:00:00","2015","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","6",,,"0","901","ACLARACIÓN",,,"01-ESCRITURA 1167 DE 26-11-2015;","0","1","0","0","0",
"52838-254-048992-00007-00125-2015","254-48992","2015-12-21 00:00:00","2015-06-09 00:00:00","2015","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","7",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1167 DE 26-11-2015;","2","1","0","0","0",
"52838-254-049033-00001-00125-2015","254-49033","2015-07-03 00:00:00","2015-07-13 00:00:00","2015","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 695 DE 03-07-2015;","1","1","1","0","0",
"52838-254-049034-00001-00125-2015","254-49034","2015-07-03 00:00:00","2015-07-13 00:00:00","2015","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 696 DE 03-07-2015;","1","1","1","0","0",
"52838-254-049034-00002-00125-2015","254-49034","2015-07-16 00:00:00","2015-07-13 00:00:00","2015","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 738 DE 16-07-2015;","1","1","0","0","0",
"52838-254-049034-00003-00427-2016","254-49034","2016-09-13 00:00:00","2015-07-13 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","3",,,"0","427","EMBARGO EJECUTIVO CON ACCIÓN PERSONAL",,,"04-OFICIO 434 DE 09-09-2016; JUZ","1","1","0","0","0",
"52838-254-049034-00004-00841-2017","254-49034","2017-12-26 00:00:00","2015-07-13 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","4",,,"0","841","CANCELACIÓN PROVIDENCIA JUDICIAL",,,"04-OFICIO 566 DE 04-12-2017; JUZ","1","1","0","0","0",
"52838-254-049034-00005-00108-2017","254-49034","2017-12-26 00:00:00","2015-07-13 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","5",,,"1","108","ADJUDICACIÓN EN REMATE",,,"06-SENTENCIA SN DE 23-11-2017; J","1","1","0","0","0",
"52838-254-049034-00006-00125-2021","254-49034","2021-08-25 00:00:00","2015-07-13 00:00:00","2021","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","6",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 711 DE 20-08-2021; NOTARIA SEGUNDA DE TUQUERRES","1","1","0","1","0","1,000,000"
"52838-254-049035-00001-00909-2015","254-49035","2015-07-06 00:00:00","2015-07-14 00:00:00","2015","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1077 DE 26-05-2015;","0","1","1","0","0",
"52838-254-049035-00002-00317-2015","254-49035","2015-07-06 00:00:00","2015-07-14 00:00:00","2015","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","2",,,"1","317","CONSTITUCIÓN REGLAMENTO DE PROPIEDAD HORIZONTAL",,,"01-ESCRITURA 1077 DE 26-05-2015;","0","1","0","0","0",
"52838-254-049035-00003-00901-2015","254-49035","2015-07-06 00:00:00","2015-07-14 00:00:00","2015","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","3",,,"0","901","ACLARACIÓN",,,"01-ESCRITURA 1498 DE 03-07-2015;","0","2","0","0","0",
"52838-254-049035-00004-00186-2016","254-49035","2016-06-14 00:00:00","2015-07-14 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","4",,,"1","186","TRANSFERENCIA A TÍTULO DE SUBSIDIO EN ESPECIE. (LEY 1537 DE 2012)",,,"01-ESCRITURA 390 DE 16-03-2016;","1","1","0","0","0",
"52838-254-049035-00005-00362-2016","254-49035","2016-06-14 00:00:00","2015-07-14 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","5",,,"0","362","PROHIBICIÓN DE TRANSFERENCIA \""ART. 21 LEY 1537 DE 2012 QUE MODIFICO EL ART. 8 DE LA LEY 3 DE 1991\""",,,"01-ESCRITURA 390 DE 16-03-2016;","1","1","0","0","0",
"52838-254-049035-00006-00369-2016","254-49035","2016-06-14 00:00:00","2015-07-14 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","6",,,"0","369","DERECHO DE PREFERENCIA \""ART. 21 LEY 1537 DE 2012 QUE MODIFICO EL ART. 8 DE LA LEY 3 DE 1991\""",,,"01-ESCRITURA 390 DE 16-03-2016;","1","1","0","0","0",
