"PK","MATRICULA","FECHA_RADICA_TEXTO","FECHA_APERTURA_TEXTO","YEAR_RADICA","ORIP","DIVIPOLA","DEPARTAMENTO","MUNICIPIO","TIPO_PREDIO_ZONA","CATEGORIA_RURALIDAD","NUM_ANOTACION","ESTADO_FOLIO","FOLIOS_DERIVADOS","Dinámica_Inmobiliaria","COD_NATUJUR","NOMBRE_NATUJUR","NUMERO_CATASTRAL","NUMERO_CATASTRAL_ANTIGUO","DOCUMENTO_JUSTIFICATIVO","COUNT_A","COUNT_DE","PREDIOS_NUEVOS","TIENE_VALOR","TIENE_MAS_DE_UN_VALOR","VALOR"
"52838-254-011128-00003-00607-2022","254-11128","2022-03-29 00:00:00","1982-06-02 00:00:00","2022","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","3",,,"1","607","COMPRAVENTA DERECHOS Y ACCIONES",,,"01-ESCRITURA 912 DE 29-09-2021; NOTARIA SEGUNDA DE TUQUERRES","1","5","0","1","0","2,600,000"
"52838-254-011140-00007-00125-2023","254-11140","2023-12-12 00:00:00","1982-06-04 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","7",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1142 DE 06-12-2023; NOTARIA SEGUNDA DE TUQUERRES","1","1","0","1","0","10,000,000"
"52838-254-011188-00006-00604-2019","254-11188","2019-12-19 00:00:00","1982-06-22 00:00:00","2019","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","6",,,"1","604","COMPRAVENTA DE COSA AJENA",,,"01-ESCRITURA 985 DE 19-12-2019;","1","1","0","0","0",
"52838-254-011199-00004-00608-2021","254-11199","2021-07-29 00:00:00","1982-06-23 00:00:00","2021","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","4",,,"1","608","COMPRAVENTA POSESIÓN CON ANTECEDENTE REGISTRAL",,,"01-ESCRITURA 598 DE 28-07-2021; NOTARIA SEGUNDA DE TUQUERRES","1","1","0","1","0","1,500,000"
"52838-254-011205-00005-00427-2019","254-11205","2019-12-17 00:00:00","1982-06-24 00:00:00","2019","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","5",,,"0","427","EMBARGO EJECUTIVO CON ACCIÓN PERSONAL",,,"04-OFICIO 226-19 DE 13-12-2019;","1","1","0","0","0",
"52838-254-011220-00015-00301-2018","254-11220","2018-11-09 00:00:00","1982-06-24 00:00:00","2018","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","15",,,"1","301","ADJUDICACIÓN SUCESIÓN DERECHO DE CUOTA",,,"01-ESCRITURA 1093 DE 08-11-2018;","5","1","0","0","0",
"52838-254-011220-00016-00901-2019","254-11220","2019-08-21 00:00:00","1982-06-24 00:00:00","2019","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","16",,,"0","901","ACLARACIÓN",,,"01-ESCRITURA 633 DE 21-08-2019;","0","5","0","0","0",
"52838-254-011220-00017-00110-2019","254-11220","2019-08-21 00:00:00","1982-06-24 00:00:00","2019","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","17",,,"1","110","ADJUDICACIÓN LIQUIDACIÓN DE LA COMUNIDAD",,,"01-ESCRITURA 633 DE 21-08-2019;","0","5","0","0","0",
"52838-254-011223-00009-00125-2021","254-11223","2021-06-15 00:00:00","1982-07-01 00:00:00","2021","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","9",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 389 DE 11-06-2021; NOTARIA PRIMERA DE TUQUERRES","1","1","0","1","0","8,700,000"
"52838-254-011236-00010-00901-2016","254-11236","2016-04-28 00:00:00","1982-07-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","10",,,"0","901","ACLARACIÓN",,,"01-ESCRITURA 282 DE 27-04-2016;","0","1","0","0","0",
"52838-254-011243-00010-00125-2021","254-11243","2021-01-26 00:00:00","1982-07-06 00:00:00","2021","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","10",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 14 DE 25-01-2021; N","2","1","0","0","0",
"52838-254-011289-00016-00607-2022","254-11289","2022-08-08 00:00:00","1982-10-27 00:00:00","2022","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","16",,,"1","607","COMPRAVENTA DERECHOS Y ACCIONES",,,"01-ESCRITURA 712 DE 29-07-2022; NOTARIA PRIMERA DE TUQUERRES","1","1","0","1","0","1,000,000"
"52838-254-011291-00004-00608-2021","254-11291","2021-07-19 00:00:00","1982-07-21 00:00:00","2021","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","4",,,"1","608","COMPRAVENTA POSESIÓN CON ANTECEDENTE REGISTRAL",,,"01-ESCRITURA 514 DE 16-07-2021; NOTARIA PRIMERA DE TUQUERRES","1","1","0","1","0","1,000,000"
"52838-254-011320-00019-00608-2017","254-11320","2017-12-05 00:00:00","1982-07-29 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","19",,,"1","608","COMPRAVENTA POSESIÓN CON ANTECEDENTE REGISTRAL",,,"01-ESCRITURA 990 DE 04-12-2017;","1","1","0","0","0",
"52838-254-011320-00020-00608-2019","254-11320","2019-01-23 00:00:00","1982-07-29 00:00:00","2019","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","20",,,"1","608","COMPRAVENTA POSESIÓN CON ANTECEDENTE REGISTRAL",,,"01-ESCRITURA 016 DE 23-01-2019;","2","1","0","0","0",
"52838-254-011320-00021-00608-2019","254-11320","2019-11-18 00:00:00","1982-07-29 00:00:00","2019","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","21",,,"1","608","COMPRAVENTA POSESIÓN CON ANTECEDENTE REGISTRAL",,,"01-ESCRITURA 916 DE 29-10-2019;","1","1","0","0","0",
"52838-254-011320-00022-00618-2023","254-11320","2023-06-08 00:00:00","1982-07-29 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","22",,,"1","618","TRANSFERENCIA DE POSESIÓN CON ANTECEDENTE REGISTRAL",,,"01-ESCRITURA 480 DE 06-06-2023; NOTARIA SEGUNDA DE TUQUERRES","4","2","0","1","0","3,000,000"
"52838-254-011321-00023-00841-2016","254-11321","2016-03-28 00:00:00","1982-07-30 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","23",,,"0","841","CANCELACIÓN PROVIDENCIA JUDICIAL",,,"04-OFICIO 74 DE 04-03-2016; JUZG","1","1","0","0","0",
"52838-254-011321-00024-00125-2016","254-11321","2016-09-27 00:00:00","1982-07-30 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","24",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1470 DE 23-09-2016;","1","1","0","0","0",
"52838-254-011352-00004-00608-2021","254-11352","2021-09-22 00:00:00","1982-08-13 00:00:00","2021","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","4",,,"1","608","COMPRAVENTA POSESIÓN CON ANTECEDENTE REGISTRAL",,,"01-ESCRITURA 781 DE 20-09-2021; NOTARIA PRIMERA DE TUQUERRES","1","1","0","1","0","1,000,000"
